Sentence,Sentiment
"Exports make up more than 80 per cent of our sales , so the name Glaston also reflects a truly internationally operating company , '' explains Kyro 's President & CEO Mika Seitovirta .",neutral
"Ruukki Romania , the local arm of Finnish metal producer Ruukki , increased its capital by 900,000 euro ( $ 1.14 mln ) through cash contribution , it was reported on September 19 , 2006 .",positive
"Global Markets Direct 's Pohjola Bank plc - Financial Analysis Review is an in-depth business , financial analysis of Pohjola Bank plc. .",neutral
SABMiller revenue hit by weaker EM currencies,negative
ABB Deutsche Bank upgraded its recommendation on Swiss-Swedish engineering group ABB Ltd. to ` Buy ' from ` Hold ' .,positive
"In the Czech Republic , the profiling unit at Ostrava will be closed and the machinery will be relocated to Ruukki 's bigger plants in Hungary , Poland and Romania by the end of the first quarter of 2009 .",neutral
"Ackman, in email, says supports Valeant CEO Pearson",positive
"The floor area of the Yliopistonrinne project will be 7,900 sq m 85,030 sq ft and the building 's gross area will total 12,800 sq m. A total 25.1 % of the facilities have been let .",neutral
Aldata said that there are still a number of operational aspects to be defined between it and Microsoft and further details of the product and market initiatives resulting from this agreement will be available at a later date .,neutral
"Nokia shares hit 13.21 euros on Friday , down 50 percent from the start of the year in part because of the slow introduction of touch-screen models .",negative
"The Internal Revenue Service sees about 20 percent of all taxpayers wait until the last two weeks to file , with about 40 million returns filed in April .",neutral
Solidium picked up Tikkurila shares as a dividend at a book value of EUR15 .80 per share .,neutral
The bank sees a potential for Getinge share to rise .,positive
Finnish food industry company L+ñnnen Tehtaat is planning changes to its fish product business .,neutral
"Quarterly diluted EPS on continuing operations came in at 0.21 eur , compared with last year 's 0.12 eur .",positive
"Construction work on the Helsinki Music Centre is to start this autumn , with the total cost of the project estimated at 140 million euros .",neutral
@1nvestor: $SODA has a 42.71% Float Short. LoL  http://stks.co/e0DfP,negative
"Tieto in Latvia is represented by IT services companies TietoEnator Alise and TietoEnator , which has operations in the industries of Financial Services Cards , Retail and Logistics and IT Outsourcing and Managed Services .",neutral
"Citigroup , Inc ( NYSE : C ) has announced that its Global Transaction Services ( GTS ) business has been awarded a new mandate by Finland-based Pohjola Bank Group .",positive
Uponor maintains its full-year guidance for 2010 .,neutral
Stora Enso Oyj said its second-quarter result would fall by half compared with the same period in 2007 .,neutral
"Latin America currently accounts for approximately 40 % of sales at Tecnotree , company president and CEO Eero Mertano recently told BNamericas .",neutral
Its 168 asset management experts manage assets worth over EUR 35 billion .,neutral
Tesco leads FTSE higher on Clubcard bid reports,positive
Finnair was able to operate most of its leisure flights despite the strike .,positive
"Nokia 's share price fell less than one percent to 18.70 euros ( $ 25.41 ) in Helsinki , while Siemens shares fell 1.02 percent to 90.19 euros ( $ 122.57 ) in Frankfurt .",negative
"TeliaSonera 's underlying results however included 457 mln skr in positive one-offs , hence the adjusted underlying EBITDA actually amounts to 7.309 bln skr , clearly below expectations , analysts said .",negative
"Finnish software and hardware developer Elektrobit Oyj HEL : EBG1V , or EB , said today it will temporarily lay off up to 200 people for a maximum of 90 day in Finland , aiming to achieve cost savings of EUR 1.7 million USD 2m in the second half of 2010 .",negative
Operating profit fell from EUR 7.9 mn in the second quarter of 2005 to EUR 5.1 mn in the second quarter of 2006 .,negative
"no compensation for its news , opinions or distributions .",neutral
Revenue grew 1 percent to euro742 .2 million US$ 964 million from euro735 million .,positive
"At the seminar , a memorandum of understanding on co-operation was signed between the Finnish Kemira Company and Vietnam National Chemical Corporation .",positive
"Votorantim Celulose e Papel ( VCP ) is part of the Votorantim Group , a major Brazilian conglomerate .",neutral
"The Finnish company is building a 800,000 mt-year biodiesel plant in Singapore .",neutral
"The sale , comprising the margarine business in Finland and Poland , follows the approval of the Polish competition authorities earlier in October .",neutral
"The plant will go on stream in November 2008 and its estimated daily production will be 120,000 litres of bioethanol .",neutral
"Operating profit excluding non-recurring items amounted to EUR 40.6 mn , down from EUR 57.3 mn year-on-year .",negative
"The Group 's revenue amounts to over EUR 80 million , about half of which is accounted for by exports .",neutral
"So far Norwegian Norske Skog has reduced the staff levels by 1,000 people and plans to reduce production by 200,000 tons in 2008 , while Finnish-Swedish Stora Enso is to cut staff by 1,700 people and production by 500,000 tons .",negative
"LKAB , headquartered in Lulea , Sweden , is a high-tech mining company producing upgraded iron ore products for the steel industry .",neutral
`` They want my credit card info and my personal details .,neutral
UPM-Kymmene has generated thirty-one consecutive quarters of positive EBITDA .,positive
"Really surprised by how much $FB has now fallen. Thought there'd be some support around the 50d, but I guess not.",negative
"Operating loss totalled EUR 12.7 mn , compared to a profit of EUR 17.7 mn in the first half of 2008 .",neutral
The event can also be viewed as a live audio webcast at www.ahlstrom.com .,neutral
Operating profit excluding non-recurring items was EUR 7.8 million compared to EUR 11.2 million .,negative
"The maximum grade of the veneer yield is calculated , based on the dimensions and grades of the veneer products , as well as by iterating the places of the peeling axes and simulating the peeling process .",neutral
The operating margin came down to 2.4 % from 5.7 % .,neutral
"`` In Ukraine , too , we act as a partner for major bakery clients in both production and product development .",neutral
"As a result of the merger , the largest professional electronics and telecommunications technology contract manufacturing center in Finland will be formed in Sievi .",neutral
The transaction is in line with Aspo 's strategy to expand in the Baltic Sea region and in the eastern markets .,positive
Merging the two free sheets will clarify the market situation .,neutral
Arena Partners Oy is a development company for electronic business .,neutral
Cramo slipped to a pretax loss of EUR 6.7 million from a pretax profit of EUR 58.9 million .,negative
The studies are expected to start in 2008 .,neutral
Net profit in the same period in 2006 was 36.6 million euros .,neutral
Finnish communication electronics components supplier Scanfil Oyj Tuesday said sales in the first half of 2006 will be 15 % lower than during the same period a year ago .,negative
The number of magazine and newspaper readers remained unchanged .,neutral
The company had net sales of EUR 19.8 mn and a pre-tax profit of EUR 1.8 mn in 2005 .,neutral
"The workforce will be reduced also in the Amsterdam office , in the Netherlands .",neutral
Yvonne Jones is owner of Chameleon Interiors .,neutral
"A downloadable instruction sheet , instructional video , and project ideas for the award-winning Everywhere Punch TM Window System can be found at www.fiskars.com .",neutral
"In 2007 Talentum will disclose three Interim Reports - Q1 ( January - March ) on Friday , 27 April , 2007 - Q2 ( April - June ) on Friday , 20 July , 2007 - Q3 ( July - September ) on Friday , 26 October , 2007 .",neutral
The parties have also agreed on options that allow UH to extensively implement later on also functionalities of human resources management .,positive
"LONDON ( AFX ) - Intertek Group PLC , a testing and inspection company , said its commercial and electrical division has bought Finland-based company Natlabs Oy from Etteplan Oyj for 1.3 mln eur in cash .",neutral
Finnair believes the strike will cause it daily net losses in excess of EUR 2mn due to canceled reservations and passenger re-routing .,neutral
Nordea sees a return to positive growth for the Baltic countries in 2011 .,positive
The negotiations will concern the plant 's department producing winded roving that employs 10 people .,neutral
